"","challengeID","gpa","household_income","relationship_f","relationship_m","explain_wrong_f","explain_wrong_m","treats_other_child_f","treats_other_child_m","verbal_abuse_o","verbal_abuse_mf","verbal_abuse_f","verbal_abuse_m","emotional_exp_o","closeness_m","closeness_f","time_lived_f","time_lived_m","miss_events_m","miss_events_f"
"20",43,3,25299.7658567071,5,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,3,1.21306068601583,1.52097130242826,1.74719101123595
"21",45,3,41325.121076573,3,2.88458498023715,1.75470008952551,4,1.70940170940171,3,2,1.98080357142857,0.961607142857143,1,1,1,1.6634446397188,2.56346483704974,1,0,1.74719101123595
"22",46,3.5,76697.0665185271,3,3,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1,1.52097130242826,1.74719101123595
"23",47,3.5,266204.376966527,1,1,0,4,1.70940170940171,1.73629782833506,2,2,0,3,1,1,1,1,1,3,1.74719101123595
"24",49,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"25",52,3.25,264839.92276465,1,2,3,2,1.70940170940171,1,2,2,2,3,1,1,1,1,1,1,1.74719101123595
"26",53,2.75,5029.30160115583,3,2.88458498023715,1.75470008952551,1,1.70940170940171,2,2,2,0.961607142857143,3,2,2,1.6634446397188,2.56346483704974,1,0,1.74719101123595
"27",54,2.87,33123.7835500002,2,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,3,1.21306068601583,1.52097130242826,1.74719101123595
"28",55,2.87,40213.087620477,1,5,0,3,1.70940170940171,1,2,2,4,0,2,1,3,3,1,0,1.74719101123595
"29",56,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"30",57,3,87666.8125488691,2,2,0,0,1.70940170940171,1,2,1,0,0,2,1,1,1,1,2,1.74719101123595
"31",58,3.25,9642.6096517392,3,3,3,3,1.70940170940171,4,2,2,4,4,2,2,2,2.56346483704974,1,1,1.74719101123595
"32",60,2.75,69762.7597101978,3,2,1,2,1.70940170940171,1.73629782833506,2,1,0,0,2,1,1,2.56346483704974,1,0,1.74719101123595
"33",61,4,121652.965528745,1,1,2,3,1.70940170940171,1,2,1,0,0,2,1,1,1,1,0,1.74719101123595
"34",62,3.25,42455.5143824867,1,2,0,3,1.70940170940171,3,2,1,0,0,2,2,2,1,1,0,1.74719101123595
"35",64,3.75,164202.589878253,1,2,4,4,1.70940170940171,1,2,2,2,1,2,1,1,1,1,1,1.74719101123595
"36",66,3.5,14090.281410801,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,3,2,2,0.961607142857143,1.42471590909091,2,3,1.6634446397188,2.56346483704974,1,2,1.74719101123595
"37",67,2.87,55808.539911205,4,5,0,4,1.70940170940171,1,2,2,3,3,1,1,2,7,1,2,1.74719101123595
"38",69,3,61467.7396873884,2,1,4,4,1.70940170940171,1.73629782833506,2,1.5,1,0,1,1,3,1,1,1,1.74719101123595
"39",70,3.5,257469.189805148,4,4,2,3,1.70940170940171,1.73629782833506,2,1,0,0,1,3,1,3,1,0,1.74719101123595
"40",72,3.25,138102.033590417,4,4,1,0,1.70940170940171,1,2,2,1,1,2,1,2,1,1,0,1.74719101123595
"41",73,2.87,15249.1548863256,4,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,4,1.21306068601583,1.52097130242826,1.74719101123595
"42",75,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"43",76,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"44",79,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1,2,0.961607142857143,1.42471590909091,1,1.37237026647966,1.6634446397188,2.56346483704974,4,1.52097130242826,1.74719101123595
"45",80,2.75,91088.3530914097,5,5,3,3,1.70940170940171,1.73629782833506,2,2,1,2,1,1,4,3,1,1,1.74719101123595
"46",81,2.87,68928.4403331396,3,2.88458498023715,1.75470008952551,2,1.70940170940171,1.73629782833506,2,1.48080357142857,0.961607142857143,0,2,1,1.6634446397188,2.56346483704974,1,0,1
"47",83,2.87,69978.8442305025,2,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,3,1.21306068601583,1.52097130242826,1.74719101123595
"48",84,2.75,66475.158082174,2,4,2,3,1.70940170940171,1.73629782833506,2,2,3,4,2,1,1,7,1,0,0
"49",85,2.87,26808.7240195229,2,4,1.75470008952551,3,1.70940170940171,1.73629782833506,2,2,0.961607142857143,1.42471590909091,2,2,1,1,1,3,1.74719101123595
"50",87,2.87,41469.2725654641,3,1,3,3,1.70940170940171,3,2,1,0,0,1,1,2,2.56346483704974,1,0,1.74719101123595
"51",91,2.87,65270.2697834922,2,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,1,1.21306068601583,1.52097130242826,1.74719101123595
"52",93,2.5,173860.273609868,2,1,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,1,1,1.52097130242826,1.74719101123595
"53",94,2.87,80226.1793419082,4,4,1.75470008952551,0,1.70940170940171,1.73629782833506,2,2,0.961607142857143,1.42471590909091,1,1.37237026647966,4,7,1,0,0
"54",97,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"55",102,2.87,31887.5421240474,4,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,4,1.21306068601583,1.52097130242826,1.74719101123595
"56",104,2.5,18343.651565965,3,2.88458498023715,3,3,1.70940170940171,1,2,1,0,0,2,1,1,2.56346483704974,1,0,1.74719101123595
"57",107,3.25,91911.9878791387,4,3,0,2.29537366548043,1,1.73629782833506,2,1,0,0,1,1,1,7,1,1,1
"58",109,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"59",110,3.25,95253.0511611531,2,1,0,1,1.70940170940171,1,2,1,0,0,2,1,1,3,1,2,1.74719101123595
"60",111,3.75,62036.4531051755,3,5,1.75470008952551,2,1.70940170940171,1,2,2,0.961607142857143,3,1,1,1.6634446397188,2.56346483704974,1,1,1
"61",119,1.25,14718.8971207056,3,2.88458498023715,1.75470008952551,4,1.70940170940171,3,1,2,0.961607142857143,4,2,2,1.6634446397188,2.56346483704974,1,3,1
"62",120,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"63",122,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"64",123,2.75,69116.3769543707,2,1,1,2,1.70940170940171,1.73629782833506,2,2,0,2,2,1,1,1,1,0,1.74719101123595
"65",124,2.5,143872.408520275,1,1,2,2,1.70940170940171,1,2,1,0,0,2,3,1,1,1,3,1.74719101123595
"66",125,2.25,13134.976070758,3,4,4,4,1,1,2,2,0,4,2,2,2,2.56346483704974,1,0,0
"67",126,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"68",127,2.87,20309.9298171395,3,3,0,0,1,1,2,2,1,2,1,1,1,2.56346483704974,1,0,0
"69",131,3.5,128287.205749098,3,3,3,2,1.70940170940171,1,2,2,2,2,1,1,1,3,1,0,1.74719101123595
"70",135,2.87,100954.977985299,3,2.88458498023715,0,0,1.70940170940171,1.73629782833506,2,1.5,0,1,1,1,4,4,1,1,1.74719101123595
"71",137,2.25,33586.9358947221,3,3,1.75470008952551,3,1.70940170940171,1,2,2,0.961607142857143,2,2,1,1.6634446397188,2.56346483704974,1,2,1
"72",143,3.5,49605.0727179677,3,2.88458498023715,1.75470008952551,2,1.70940170940171,1.73629782833506,2,1.48080357142857,0.961607142857143,0,1,1,1.6634446397188,4,1,2,2
"73",145,2.5,58991.2801215407,4,5,0,3,1.70940170940171,1,2,2,0,2,2,1,4,7,1,1,1
"74",148,2.75,158582.402269106,4,5,2,1,1.70940170940171,2,2,2,0,2,1,1,2,3,1,1,1.74719101123595
"75",152,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"76",153,2.87,57037.5136684326,4,5,0,3,1.70940170940171,2,2,2,0,2,2,1,4,7,1,0,1.74719101123595
"77",155,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"78",162,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"79",163,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"80",165,1.5,27015.5061524476,4,3,4,4,1.70940170940171,1,2,2,1,1,2,1,1,4,1,0,1.74719101123595
"81",167,3,159094.059409509,2,2,3,4,1.70940170940171,1,2,2,3,3,1,1,1,1,1,1,1.74719101123595
"82",168,2.25,59267.5257023913,3,4,0,0,1.70940170940171,1,1,1,0,0,2,4,1,4,1,1,1.74719101123595
"83",170,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"84",171,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"85",172,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"86",173,3.25,37242.3707309851,2,2,1,3,1.70940170940171,1.73629782833506,2,2,1,2,2,1,1,1,1,0,1.74719101123595
"87",174,2.87,179368.362852288,3,2,2,2,1.70940170940171,1,2,1.5,0,1,2,1,1,1,1,0,1.74719101123595
"88",176,2.87,6740.7273998663,3,1,1,1,1.70940170940171,1.73629782833506,2,1,0,0,2,1,1,1,1,2,1.74719101123595
"89",178,2.87,69258.9627873776,5,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,7,1.21306068601583,1.52097130242826,1.74719101123595
"90",182,2.5,61157.0166876334,3,2.88458498023715,1,1,1.70940170940171,1.73629782833506,2,2,1,1,2,1,4,2.56346483704974,1,3,0
"91",183,2.75,36460.3460059958,3,2.88458498023715,1.75470008952551,3,1.70940170940171,1,2,1.48080357142857,0.961607142857143,0,2,1,1.6634446397188,2.56346483704974,1,3,1.74719101123595
"92",185,3,86347.5378149449,1,4,3,3,1.70940170940171,1,2,1,0,0,2,1,1,1,1,0,1.74719101123595
"93",187,2.87,148766.492342293,1,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,1,1.21306068601583,1.52097130242826,1.74719101123595
"94",188,3.25,85366.4573392227,3,2,4,1,1.70940170940171,2,2,1.5,0,1,1,1,1,1,1,0,1.74719101123595
"95",189,2.5,37549.3102393465,3,2.88458498023715,1.75470008952551,2,1.70940170940171,1,2,2,0.961607142857143,2,1,1,1.6634446397188,2.56346483704974,1,0,1.74719101123595
"96",192,1.5,98439.4291391526,2,3,2,0,1.70940170940171,1,2,2,2,0,2,1,1,1,1,2,1.74719101123595
"97",193,2.5,80143.1783324214,1,1,4,4,1.70940170940171,1,2,1.5,1,0,1,1,1,1,1,1,1.74719101123595
"98",195,2.87,26672.6598898898,4,2.88458498023715,1.75470008952551,4,1.70940170940171,1,2,1.48080357142857,0.961607142857143,0,2,2,1.6634446397188,4,1,0,0
"99",196,2.75,290057.42027819,2,2,1,1,1.70940170940171,2,2,1,0,0,1,2,1,1,1,1,1.74719101123595
"100",199,3,59353.8506610018,3,2.88458498023715,0,2,1.70940170940171,2,2,2,0,3,2,1,4,2.56346483704974,1,1,1.74719101123595
"101",203,3.25,127861.234113104,1,1,0,4,1.70940170940171,1.73629782833506,2,2,2,1,2,2,1,1,1,1,1.74719101123595
"102",204,2.25,32870.3365307839,3,1,2,1,1.70940170940171,1,2,1,0,0,1,2,3,7,1,0,1.74719101123595
"103",205,2.87,28543.887761501,1,1,1,2,1.70940170940171,1,2,2,2,1,1,1,1,1,1,1,1.74719101123595
"104",207,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"105",208,4,267342.190269606,1,2,3,1,1.70940170940171,2,2,2,1,1,1,2,3,1,1,1,1.74719101123595
"106",209,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"107",215,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"108",217,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"109",218,2.25,29137.0215981729,2,3,1,3,1.70940170940171,1.73629782833506,2,2,3,2,2,1,1,1,1,1,1.74719101123595
"110",219,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"111",221,2,105167.225566351,2,3,2,4,1.70940170940171,1.73629782833506,2,1,0,0,2,2,1,1,1,2,1.74719101123595
"112",222,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"113",223,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"114",224,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"115",225,2.25,59353.8506610018,3,2.88458498023715,1.75470008952551,2,1.70940170940171,2,2,2,0.961607142857143,2,1,1,1.6634446397188,2.56346483704974,1,1,1.74719101123595
"116",227,2.87,259611.586012831,2,3,1,3,1.70940170940171,2,2,2,2,1,1,2,2,1,1,3,1.74719101123595
"117",230,2.75,74856.4582554733,3,3,2,2,2,1.73629782833506,2,2,1,1,2,2,3,2.56346483704974,1,1,2
"118",233,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"119",234,3.25,28170.444478722,4,3,2,4,1.70940170940171,1,2,2,2,3,2,1,1,1,1,2,1.74719101123595
"120",235,2.5,9974.4959558209,5,5,1.75470008952551,2,1.70940170940171,2,2,2,0.961607142857143,2,2,3,1.6634446397188,7,1,1.52097130242826,1.74719101123595
"121",236,2.75,33257.2340338715,3,5,1.75470008952551,0,1.70940170940171,1,2,1.48080357142857,0.961607142857143,0,2,1,1.6634446397188,2.56346483704974,1,1,1.74719101123595
"122",237,2.5,24135.7816422475,3,1,3,1,1.70940170940171,4,2,1,0,0,2,2,4,1,3,3,1.74719101123595
"123",238,3.5,24896.664176988,3,2.88458498023715,1.75470008952551,2,1,1,2,1.98080357142857,0.961607142857143,1,1,1,1.6634446397188,4,1,0,0
"124",241,3.5,92192.028440098,1,2,2,2,1.70940170940171,1.73629782833506,2,1,0,0,2,1,2,1,1,1,1.74719101123595
"125",242,3,120037.09104657,3,3,1,1,1.70940170940171,1,2,1,0,0,1,1,1,1,1,0,0
"126",247,2.87,273142.271778209,2,2,1,3,1.70940170940171,2,2,1,0,0,1,2,2,1,1,1,1.74719101123595
"127",248,2.25,104521.329157426,1,3,0,1,1.70940170940171,1.73629782833506,2,2,1,2,1,1,1,3,1,0,1
"128",251,3,45564.6280606939,4,5,0,3,1.70940170940171,1.73629782833506,2,2,0,4,1,1,4,2,1,0,1.74719101123595
"129",254,2.5,56107.7010550083,2,5,0,2,1.70940170940171,2,2,1,0,0,2,1,1,7,1,1,1.74719101123595
"130",256,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"131",257,1.75,125996.883800502,5,4,4,2,1.70940170940171,3,2,2,0,4,2,4,3,1,7,1,1.74719101123595
"132",258,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"133",259,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"134",262,3.75,49725.0045091821,4,3,2,2,1.70940170940171,1,2,2,0,4,1,1,1,2,1,1,1.74719101123595
"135",263,3,53585.2605583301,3,2.88458498023715,1.75470008952551,2,1.70940170940171,3,2,2,0.961607142857143,3,2,1,1.6634446397188,2.56346483704974,1,1,1
"136",265,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"137",266,2.87,72220.526026373,1,3,0,0,1.70940170940171,1.73629782833506,2,1,0,0,2,1,1,1,1,0,1.74719101123595
"138",271,3.5,59676.1451460236,3,4,0,0,1.70940170940171,2,2,2,0,2,1,2,2,7,1,2,2
"139",272,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"140",273,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
"141",279,2.87,102634.091477459,3,4,0,2,1.70940170940171,1.73629782833506,2,1.5,0,1,2,2,2,4,1,0,1.74719101123595
"142",281,3,69874.915791471,3,5,4,2,1.70940170940171,1,2,2,0,3,1,1,1,3,1,0,1.74719101123595
"143",282,2.5,48941.4807928485,3,3,3,4,1.70940170940171,1,2,1,0,0,1,1,1,1,1,0,1.74719101123595
"144",283,3.5,141030.678989096,3,4,0,2.29537366548043,1.70940170940171,1.73629782833506,2,2,0,2,1,1,1,4,1,1,0
"145",285,3.25,131241.938228347,2,3,2,0,1.70940170940171,1.73629782833506,2,2,2,1.42471590909091,2,1,1,1,1,0,1.74719101123595
"146",287,2.87,5790.78574972665,3,2.88458498023715,1.75470008952551,2,1,1.73629782833506,2,1.98080357142857,0.961607142857143,1,1,1,1.6634446397188,2.56346483704974,1,0,1
"147",289,2.87,49170.750843235,5,2.88458498023715,1.75470008952551,2,1.70940170940171,4,1,2,0.961607142857143,3,1,4,1.6634446397188,1,1,1,1.74719101123595
"148",291,2.87,59353.8506610018,3,2.88458498023715,1.75470008952551,2.29537366548043,1.70940170940171,1.73629782833506,1.96016205266712,2,0.961607142857143,1.42471590909091,1.69735951252539,1.37237026647966,1.6634446397188,2.56346483704974,1.21306068601583,1.52097130242826,1.74719101123595
